Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races:,Two races including Some other race,"Two races excluding Some other race, and three or more races",GEO_ID
655,568,39,0,0,0,0,48,0,48,1500000US261635602002
2161,1680,86,0,246,0,116,33,14,19,1500000US261635602003
1391,789,11,109,315,0,135,32,32,0,1500000US261635602004
1165,1014,0,9,82,0,0,60,0,60,1500000US261635603001
1486,1056,99,10,270,0,0,51,0,51,1500000US261635603002
667,627,16,0,16,0,0,8,0,8,1500000US261635603003
2594,2294,37,0,224,0,26,13,0,13,1500000US261635604001
1577,1231,240,0,0,0,0,106,0,106,1500000US261635604002
760,682,0,0,78,0,0,0,0,0,1500000US261635604003
441,383,0,0,30,0,13,15,15,0,1500000US261635604004
643,643,0,0,0,0,0,0,0,0,1500000US261635604005
3566,2397,5,0,1058,0,0,106,0,106,1500000US261635612001
3393,2107,111,0,1016,0,0,159,0,159,1500000US261635612002
6436,5344,20,0,850,0,0,222,0,222,1500000US261635613001
1144,1057,0,0,64,0,0,23,0,23,1500000US261635613002
1093,1053,2,0,14,0,0,24,0,24,1500000US261635616001
998,976,0,0,0,0,0,22,0,22,1500000US261635616002
1574,1532,0,7,21,0,14,0,0,0,1500000US261635616003
12,5,7,0,0,0,0,0,0,0,1500000US261635617001
2211,1965,62,0,132,0,0,52,0,52,1500000US261635617002
2844,2484,0,0,274,0,15,71,14,57,1500000US261635619001
2641,2379,0,0,167,0,0,95,0,95,1500000US261635619002
1392,1342,0,13,37,0,0,0,0,0,1500000US261635619003
1051,796,87,0,149,0,0,19,0,19,1500000US261635623001
1209,1142,0,0,58,0,0,9,0,9,1500000US261635623002
1251,1251,0,0,0,0,0,0,0,0,1500000US261635624001
1886,1626,108,0,152,0,0,0,0,0,1500000US261635624002
974,952,0,0,22,0,0,0,0,0,1500000US261635624003
1133,1090,0,0,43,0,0,0,0,0,1500000US261635624004
696,679,0,0,0,0,7,10,0,10,1500000US261635625001
1138,1070,59,3,6,0,0,0,0,0,1500000US261635625002
1253,1106,31,13,11,0,0,92,0,92,1500000US261635626001
745,745,0,0,0,0,0,0,0,0,1500000US261635626002
1761,1587,8,0,49,0,0,117,10,107,1500000US261635626003
1445,1412,18,15,0,0,0,0,0,0,1500000US261635627001
788,735,14,0,19,0,0,20,0,20,1500000US261635627002
1298,1283,8,0,0,0,0,7,0,7,1500000US261635627003
1212,1180,9,0,15,0,0,8,0,8,1500000US261635628001
1585,1395,60,0,116,0,8,6,0,6,1500000US261635628002
616,578,12,0,26,0,0,0,0,0,1500000US261635628003
1119,1077,10,0,13,0,0,19,0,19,1500000US261635629001
1051,1039,0,0,0,0,12,0,0,0,1500000US261635629002
1213,1150,24,0,14,0,12,13,0,13,1500000US261635629003
1487,1080,181,0,173,0,0,53,0,53,1500000US261635632001
1650,736,656,0,144,0,12,102,0,102,1500000US261635632002
952,650,163,0,71,0,11,57,0,57,1500000US261635633001
1871,1492,177,0,189,0,0,13,0,13,1500000US261635633002
975,918,32,0,0,0,0,25,0,25,1500000US261635634001
699,482,112,0,62,0,0,43,0,43,1500000US261635634002
1583,1359,7,0,217,0,0,0,0,0,1500000US261635634003
1747,1634,36,11,55,0,11,0,0,0,1500000US261635634004
2423,2063,154,0,133,0,4,69,0,69,1500000US261635635001
2408,2229,0,0,110,0,29,40,0,40,1500000US261635635002
1145,813,95,0,174,0,0,63,0,63,1500000US261635635003
1956,1488,59,0,335,0,3,71,0,71,1500000US261635636001
1056,767,91,0,187,0,6,5,0,5,1500000US261635637001
673,562,25,0,69,0,0,17,0,17,1500000US261635637002
2351,1777,397,0,156,0,0,21,0,21,1500000US261635638001
764,738,0,0,26,0,0,0,0,0,1500000US261635638002
2315,1672,166,0,299,0,83,95,0,95,1500000US261635639001
261,252,9,0,0,0,0,0,0,0,1500000US261635640001
1702,825,311,0,241,0,103,222,7,215,1500000US261635640002
1334,1053,44,0,217,0,0,20,0,20,1500000US261635641001
937,731,112,0,74,0,0,20,0,20,1500000US261635641002
2095,559,264,0,1029,0,61,182,63,119,1500000US261635641003
765,687,8,0,31,0,0,39,0,39,1500000US261635642001
2200,1252,187,0,623,0,0,138,0,138,1500000US261635642002
1167,893,22,5,247,0,0,0,0,0,1500000US261635642003
1614,1133,132,0,285,0,21,43,0,43,1500000US261635643001
914,751,92,0,62,0,0,9,0,9,1500000US261635643002
4020,3257,63,0,600,0,11,89,0,89,1500000US261635644011
1295,841,0,0,443,0,0,11,0,11,1500000US261635644012
5678,3142,345,10,2007,0,16,158,89,69,1500000US261635644021
4979,3501,334,22,1011,0,11,100,74,26,1500000US261635645011
1746,1277,91,9,359,0,0,10,10,0,1500000US261635645021
2012,1151,205,0,656,0,0,0,0,0,1500000US261635645022
1816,994,487,0,250,0,0,85,0,85,1500000US261635645031
1654,854,256,48,476,0,0,20,0,20,1500000US261635645032
7404,4805,605,0,1679,0,0,315,16,299,1500000US261635645041
1450,1094,50,0,227,0,0,79,0,79,1500000US261635646001
1689,1268,15,0,359,0,0,47,0,47,1500000US261635646002
2982,1943,78,10,808,0,125,18,0,18,1500000US261635646003
2170,842,803,34,418,0,10,63,0,63,1500000US261635647001
2327,1590,103,0,550,0,0,84,24,60,1500000US261635647002
954,489,181,0,243,0,0,41,16,25,1500000US261635648001
2623,1750,189,6,635,0,0,43,25,18,1500000US261635648002
1084,640,211,0,233,0,0,0,0,0,1500000US261635648003
1904,1376,316,38,0,0,48,126,0,126,1500000US261635649001
1209,807,43,0,306,0,0,53,0,53,1500000US261635650001
1378,508,251,10,542,0,0,67,0,67,1500000US261635650002
2502,1582,329,0,487,0,0,104,71,33,1500000US261635650003
1149,763,357,0,0,0,10,19,0,19,1500000US261635651001
2366,1281,666,0,372,0,23,24,0,24,1500000US261635651002
3079,1446,851,75,634,0,40,33,0,33,1500000US261635652001
1364,1179,50,0,91,0,0,44,0,44,1500000US261635652002
878,500,285,0,93,0,0,0,0,0,1500000US261635652003
2127,957,866,0,270,0,0,34,0,34,1500000US261635653001
1703,929,680,0,54,0,0,40,0,40,1500000US261635653002
2239,1634,228,0,354,0,0,23,0,23,1500000US261635653003
1315,1290,16,0,9,0,0,0,0,0,1500000US261635656001
796,747,21,0,4,0,0,24,0,24,1500000US261635656002
1716,1107,334,0,220,0,19,36,36,0,1500000US261635657001
1410,1300,88,0,22,0,0,0,0,0,1500000US261635657002
1245,1005,200,0,20,0,11,9,0,9,1500000US261635658001
1463,1307,92,0,13,0,37,14,0,14,1500000US261635658002
842,721,121,0,0,0,0,0,0,0,1500000US261635658003
1643,1255,276,0,112,0,0,0,0,0,1500000US261635659001
970,815,121,0,34,0,0,0,0,0,1500000US261635659002
506,222,284,0,0,0,0,0,0,0,1500000US261635664001
409,262,140,7,0,0,0,0,0,0,1500000US261635664002
936,335,484,0,109,0,0,8,0,8,1500000US261635665001
1399,1278,97,0,0,0,0,24,0,24,1500000US261635665002
555,541,9,0,0,0,0,5,0,5,1500000US261635666001
1412,898,449,0,0,0,25,40,0,40,1500000US261635666002
577,509,47,0,0,0,7,14,0,14,1500000US261635667001
1862,1515,64,0,0,0,0,283,0,283,1500000US261635667002
1708,1499,50,0,0,0,52,107,0,107,1500000US261635667003
914,630,265,0,0,0,0,19,0,19,1500000US261635668001
711,657,22,32,0,0,0,0,0,0,1500000US261635668002
1062,927,103,0,0,0,22,10,0,10,1500000US261635668003
1114,909,196,0,0,0,0,9,0,9,1500000US261635669001
1334,677,607,0,34,0,0,16,0,16,1500000US261635669002
1158,911,232,0,0,0,0,15,0,15,1500000US261635669003
1319,1048,188,0,0,0,16,67,0,67,1500000US261635669004
1520,858,413,63,0,0,54,132,7,125,1500000US261635670001
1334,84,1250,0,0,0,0,0,0,0,1500000US261635670002
724,280,374,22,0,0,0,48,0,48,1500000US261635670003
1216,1005,146,0,0,0,24,41,0,41,1500000US261635671001
1458,1039,336,17,0,0,0,66,0,66,1500000US261635671002
888,764,69,1,0,0,46,8,0,8,1500000US261635671003
1625,1559,24,0,0,0,0,42,0,42,1500000US261635672011
1000,954,20,0,12,0,0,14,0,14,1500000US261635672012
967,915,12,9,13,0,0,18,0,18,1500000US261635672013
1116,873,219,0,24,0,0,0,0,0,1500000US261635672021
1649,1346,247,0,11,0,0,45,0,45,1500000US261635672022
833,749,25,0,11,0,24,24,13,11,1500000US261635673001
1297,989,262,0,37,0,0,9,0,9,1500000US261635673002
914,901,13,0,0,0,0,0,0,0,1500000US261635673003
677,661,0,0,0,0,0,16,0,16,1500000US261635673004
684,608,0,0,56,0,9,11,11,0,1500000US261635673005
1236,1071,36,0,94,0,0,35,0,35,1500000US261635674001
1528,1424,61,0,10,0,0,33,0,33,1500000US261635674002
1363,703,507,0,30,0,70,53,0,53,1500000US261635678001
1404,1174,65,0,165,0,0,0,0,0,1500000US261635678002
687,576,111,0,0,0,0,0,0,0,1500000US261635678003
1455,1210,211,0,16,0,18,0,0,0,1500000US261635678004
756,737,7,0,0,0,0,12,0,12,1500000US261635679001
565,514,51,0,0,0,0,0,0,0,1500000US261635679002
1658,1426,186,0,20,0,9,17,0,17,1500000US261635679003
845,771,65,0,0,0,0,9,0,9,1500000US261635680001
1367,1042,131,0,11,0,95,88,0,88,1500000US261635680002
807,673,71,11,31,0,0,21,0,21,1500000US261635682001
1500,1313,53,0,122,0,0,12,0,12,1500000US261635682002
1782,1446,213,18,42,0,0,63,0,63,1500000US261635682003
452,397,3,19,0,0,0,33,0,33,1500000US261635683001
868,723,80,0,19,0,0,46,0,46,1500000US261635683002
1079,827,148,0,71,0,0,33,0,33,1500000US261635683003
1446,982,320,0,12,7,17,108,0,108,1500000US261635683004
591,467,57,0,9,0,0,58,0,58,1500000US261635684001
706,661,45,0,0,0,0,0,0,0,1500000US261635684002
975,800,127,0,0,0,48,0,0,0,1500000US261635684003
1419,1161,169,0,36,0,0,53,19,34,1500000US261635684004
1223,841,252,0,0,0,54,76,18,58,1500000US261635685001
807,388,281,0,15,0,9,114,0,114,1500000US261635685002
1008,801,145,14,11,0,0,37,0,37,1500000US261635685003
696,580,46,13,0,0,0,57,0,57,1500000US261635685004
1102,863,229,0,5,0,5,0,0,0,1500000US261635687001
813,613,94,0,53,0,53,0,0,0,1500000US261635687002
585,543,42,0,0,0,0,0,0,0,1500000US261635687003
1094,737,354,0,0,0,0,3,0,3,1500000US261635687004
590,357,169,4,13,0,47,0,0,0,1500000US261635688001
2548,1025,1104,94,257,0,15,53,0,53,1500000US261635688002
1569,1248,36,0,154,0,10,121,0,121,1500000US261635689001
1207,969,98,0,121,0,9,10,0,10,1500000US261635689002
1421,1327,6,0,0,0,10,78,25,53,1500000US261635691001
1062,868,0,19,122,0,48,5,0,5,1500000US261635691002
464,464,0,0,0,0,0,0,0,0,1500000US261635692001
832,706,126,0,0,0,0,0,0,0,1500000US261635692002
487,477,0,0,0,0,0,10,0,10,1500000US261635692003
675,549,126,0,0,0,0,0,0,0,1500000US261635692004
1657,1563,27,12,13,0,0,42,0,42,1500000US261635693001
1770,1696,34,0,0,0,0,40,0,40,1500000US261635693002
877,827,5,0,36,0,0,9,9,0,1500000US261635694001
447,447,0,0,0,0,0,0,0,0,1500000US261635694002
1319,1118,151,0,50,0,0,0,0,0,1500000US261635694003
1726,1668,3,7,0,0,0,48,0,48,1500000US261635695001
976,961,0,0,0,0,0,15,9,6,1500000US261635695002
550,522,1,0,27,0,0,0,0,0,1500000US261635696001
1092,960,132,0,0,0,0,0,0,0,1500000US261635696002
881,774,22,0,65,0,0,20,0,20,1500000US261635696003
989,989,0,0,0,0,0,0,0,0,1500000US261635696004
1349,1267,43,0,35,0,0,4,0,4,1500000US261635697001
1298,1084,24,0,9,0,0,181,0,181,1500000US261635697002
698,665,7,0,18,0,0,8,0,8,1500000US261635697003
1229,1190,3,0,0,0,0,36,0,36,1500000US261635697004
834,714,100,0,0,0,20,0,0,0,1500000US261635698001
741,635,72,0,10,0,0,24,0,24,1500000US261635698002
645,617,8,0,10,0,0,10,0,10,1500000US261635698003
1321,1242,8,0,18,0,0,53,0,53,1500000US261635699001
1343,1212,15,46,39,0,0,31,0,31,1500000US261635699002
965,276,620,0,0,0,0,69,7,62,1500000US261635701001
1471,97,1143,0,20,0,0,211,0,211,1500000US261635701002
1875,893,714,0,109,0,0,159,159,0,1500000US261635701003
731,293,423,0,0,0,0,15,0,15,1500000US261635702001
1107,348,678,0,0,0,74,7,0,7,1500000US261635702002
775,217,558,0,0,0,0,0,0,0,1500000US261635702003
691,404,215,51,0,0,0,21,0,21,1500000US261635704001
561,33,528,0,0,0,0,0,0,0,1500000US261635704002
1403,205,1198,0,0,0,0,0,0,0,1500000US261635704003
1801,351,1275,0,0,0,0,175,161,14,1500000US261635704004
797,55,670,0,0,0,72,0,0,0,1500000US261635704005
963,149,677,0,0,0,0,137,0,137,1500000US261635705001
1068,87,821,0,24,0,42,94,8,86,1500000US261635705002
676,64,434,0,0,0,168,10,0,10,1500000US261635705003
575,98,268,209,0,0,0,0,0,0,1500000US261635705004
840,42,795,3,0,0,0,0,0,0,1500000US261635706001
1433,180,1115,0,0,5,8,125,0,125,1500000US261635706002
676,87,548,0,0,0,18,23,0,23,1500000US261635708001
1170,66,1046,0,0,0,25,33,17,16,1500000US261635708002
1125,60,1052,0,0,0,0,13,0,13,1500000US261635708003
494,36,417,0,0,0,15,26,0,26,1500000US261635709001
745,79,666,0,0,0,0,0,0,0,1500000US261635709002
663,97,547,0,0,0,6,13,0,13,1500000US261635709003
536,12,504,0,0,0,6,14,14,0,1500000US261635710001
478,26,434,0,0,0,0,18,0,18,1500000US261635710002
349,43,298,0,0,0,0,8,0,8,1500000US261635710003
552,93,431,3,0,0,0,25,0,25,1500000US261635710004
1133,833,187,0,81,0,13,19,19,0,1500000US261635715001
1130,915,164,0,0,0,0,51,11,40,1500000US261635715002
1001,796,47,0,0,91,0,67,0,67,1500000US261635715003
1437,1398,11,9,0,0,0,19,0,19,1500000US261635715004
1842,1583,215,0,30,0,0,14,0,14,1500000US261635716001
1137,877,178,0,25,0,34,23,0,23,1500000US261635717001
1259,714,413,0,2,0,63,67,23,44,1500000US261635717002
774,671,65,0,27,0,0,11,0,11,1500000US261635718001
1143,756,201,0,0,0,76,110,16,94,1500000US261635718002
966,836,92,0,0,0,33,5,0,5,1500000US261635718003
845,795,23,0,0,0,27,0,0,0,1500000US261635719001
667,616,26,0,25,0,0,0,0,0,1500000US261635719002
1223,1019,179,4,9,0,12,0,0,0,1500000US261635719003
1408,1350,23,0,0,0,0,35,3,32,1500000US261635720001
631,608,18,0,0,0,5,0,0,0,1500000US261635720002
1557,1492,0,12,53,0,0,0,0,0,1500000US261635721001
1327,1311,3,0,0,0,0,13,0,13,1500000US261635721002
598,510,88,0,0,0,0,0,0,0,1500000US261635721003
1058,901,157,0,0,0,0,0,0,0,1500000US261635721004
1302,1258,13,0,0,0,0,31,0,31,1500000US261635721005
349,349,0,0,0,0,0,0,0,0,1500000US261635722001
1063,926,38,0,0,0,0,99,0,99,1500000US261635722002
1328,1289,0,0,0,0,0,39,0,39,1500000US261635722003
1601,996,562,0,43,0,0,0,0,0,1500000US261635722004
1805,1737,31,0,0,0,0,37,0,37,1500000US261635722005
812,784,21,2,0,0,0,5,0,5,1500000US261635724001
595,470,84,0,5,0,0,36,0,36,1500000US261635724002
1003,775,193,0,4,0,0,31,0,31,1500000US261635725001
854,659,184,0,0,0,0,11,0,11,1500000US261635725002
793,664,72,0,0,0,12,45,10,35,1500000US261635726001
1239,1175,10,0,0,0,0,54,0,54,1500000US261635726002
621,560,12,0,0,0,0,49,0,49,1500000US261635726003
942,553,187,21,0,0,148,33,0,33,1500000US261635726004
1389,1152,126,0,0,0,37,74,66,8,1500000US261635726005
1228,1010,14,13,0,0,179,12,0,12,1500000US261635727001
1144,975,107,0,26,0,0,36,0,36,1500000US261635727002
673,482,37,0,8,0,0,146,0,146,1500000US261635727003
1222,1089,49,0,52,0,15,17,0,17,1500000US261635727004
1008,998,10,0,0,0,0,0,0,0,1500000US261635728001
1078,878,34,121,32,0,13,0,0,0,1500000US261635728002
794,722,72,0,0,0,0,0,0,0,1500000US261635728003
687,687,0,0,0,0,0,0,0,0,1500000US261635728004
697,552,95,0,50,0,0,0,0,0,1500000US261635728005
770,704,66,0,0,0,0,0,0,0,1500000US261635728006
944,895,0,0,0,0,30,19,0,19,1500000US261635729001
702,669,0,0,0,0,18,15,0,15,1500000US261635729002
915,886,29,0,0,0,0,0,0,0,1500000US261635729003
1420,1384,12,0,0,0,0,24,0,24,1500000US261635730001
1665,1529,62,0,43,0,0,31,0,31,1500000US261635730002
2034,1598,113,0,313,0,0,10,0,10,1500000US261635731001
2044,1786,66,0,107,0,0,85,0,85,1500000US261635731002
1804,1591,0,0,51,0,110,52,0,52,1500000US261635733001
2425,2233,0,0,38,0,0,154,8,146,1500000US261635733002
503,485,18,0,0,0,0,0,0,0,1500000US261635734001
763,697,7,0,0,0,0,59,0,59,1500000US261635734002
1289,1126,147,0,0,0,0,16,0,16,1500000US261635734003
1061,1035,26,0,0,0,0,0,0,0,1500000US261635734004
2034,1682,0,0,33,0,68,251,0,251,1500000US261635735001
2421,2044,226,0,129,0,0,22,0,22,1500000US261635735002
1353,1265,74,0,0,0,0,14,0,14,1500000US261635736001
1189,1176,6,0,0,0,0,7,0,7,1500000US261635736002
958,953,0,0,0,0,0,5,0,5,1500000US261635736003
1024,961,16,0,0,0,6,41,0,41,1500000US261635736004
1035,908,45,0,1,0,81,0,0,0,1500000US261635736005
614,561,24,0,0,0,0,29,0,29,1500000US261635736006
989,842,36,16,0,0,0,95,0,95,1500000US261635737011
901,856,6,0,0,0,0,39,0,39,1500000US261635737012
1771,1771,0,0,0,0,0,0,0,0,1500000US261635737021
1506,1469,0,7,0,5,0,25,0,25,1500000US261635737022
996,986,0,0,10,0,0,0,0,0,1500000US261635737023
1831,1776,0,0,0,0,0,55,0,55,1500000US261635737024
538,514,2,0,0,0,1,21,0,21,1500000US261635737025
1432,1186,0,0,0,0,0,246,0,246,1500000US261635738001
1062,923,17,0,116,0,0,6,0,6,1500000US261635738002
825,804,0,0,0,0,0,21,0,21,1500000US261635738003
1911,1621,0,0,6,0,0,284,0,284,1500000US261635738004
2390,2341,0,0,0,0,13,36,36,0,1500000US261635739001
2862,2697,0,0,48,0,0,117,0,117,1500000US261635739002
760,717,0,0,0,0,0,43,0,43,1500000US261635740001
1891,1773,5,0,0,0,0,113,82,31,1500000US261635740002
1224,1211,13,0,0,0,0,0,0,0,1500000US261635740003
2004,1907,4,0,0,0,0,93,0,93,1500000US261635740004
1308,1242,0,18,48,0,0,0,0,0,1500000US261635741001
1486,1224,143,0,48,0,0,71,0,71,1500000US261635741002
674,517,0,0,0,0,0,157,0,157,1500000US261635741003
931,924,0,0,0,0,0,7,0,7,1500000US261635741004
1298,809,221,0,233,0,17,18,0,18,1500000US261635742021
1650,1144,196,8,199,0,0,103,6,97,1500000US261635742022
26,5,21,0,0,0,0,0,0,0,1500000US261635743001
2131,1935,4,36,156,0,0,0,0,0,1500000US261635743002
1244,918,100,0,214,0,12,0,0,0,1500000US261635743003
912,905,7,0,0,0,0,0,0,0,1500000US261635746001
756,715,41,0,0,0,0,0,0,0,1500000US261635746002
424,419,5,0,0,0,0,0,0,0,1500000US261635746003
721,714,7,0,0,0,0,0,0,0,1500000US261635746004
614,518,80,0,0,0,16,0,0,0,1500000US261635746005
438,431,0,0,0,0,0,7,0,7,1500000US261635746006
546,521,25,0,0,0,0,0,0,0,1500000US261635746007
1493,1409,0,0,58,0,0,26,13,13,1500000US261635747001
513,513,0,0,0,0,0,0,0,0,1500000US261635747002
1262,1233,0,0,0,0,0,29,0,29,1500000US261635747003
505,456,0,0,16,0,13,20,0,20,1500000US261635747004
961,955,0,0,0,0,0,6,0,6,1500000US261635747005
558,537,10,0,11,0,0,0,0,0,1500000US261635748001
706,690,0,0,0,0,8,8,0,8,1500000US261635748002
332,323,0,0,9,0,0,0,0,0,1500000US261635748003
930,916,14,0,0,0,0,0,0,0,1500000US261635748004
1289,1260,0,0,19,0,0,10,10,0,1500000US261635748005
535,508,27,0,0,0,0,0,0,0,1500000US261635749001
1065,942,37,0,86,0,0,0,0,0,1500000US261635749002
879,865,14,0,0,0,0,0,0,0,1500000US261635750001
1097,997,27,0,0,0,0,73,0,73,1500000US261635750002
748,699,49,0,0,0,0,0,0,0,1500000US261635750003
1050,1007,0,11,15,0,0,17,0,17,1500000US261635750004
514,456,23,0,20,0,0,15,0,15,1500000US261635751001
791,700,7,0,0,0,54,30,0,30,1500000US261635751002
958,897,11,0,0,0,0,50,0,50,1500000US261635751003
610,500,85,0,15,0,0,10,0,10,1500000US261635752001
1244,1072,80,0,0,0,0,92,0,92,1500000US261635752002
786,555,192,0,0,0,8,31,0,31,1500000US261635752003
1089,911,0,0,62,0,52,64,0,64,1500000US261635752004
990,802,138,0,24,0,0,26,0,26,1500000US261635753001
572,572,0,0,0,0,0,0,0,0,1500000US261635753002
748,555,41,18,25,0,0,109,0,109,1500000US261635753003
517,475,42,0,0,0,0,0,0,0,1500000US261635753004
465,450,15,0,0,0,0,0,0,0,1500000US261635753005
510,469,0,0,7,0,34,0,0,0,1500000US261635754001
714,663,8,0,0,0,31,12,0,12,1500000US261635754002
664,630,12,0,22,0,0,0,0,0,1500000US261635754003
