Total:,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races:,Two races including Some other race,"Two races excluding Some other race, and three or more races",GEO_ID
1088,995,56,10,10,0,0,17,0,17,1500000US261635754004
645,549,85,0,0,0,0,11,0,11,1500000US261635755001
1085,1031,33,7,0,0,0,14,0,14,1500000US261635755002
928,815,95,0,0,0,18,0,0,0,1500000US261635755003
769,761,0,0,0,0,0,8,0,8,1500000US261635755004
1082,850,134,0,8,0,59,31,0,31,1500000US261635756001
542,509,9,0,19,0,0,5,0,5,1500000US261635756002
1055,711,141,0,84,0,49,70,0,70,1500000US261635760001
823,736,7,0,0,0,80,0,0,0,1500000US261635760002
1305,1199,29,0,12,0,26,39,0,39,1500000US261635761001
2262,2151,81,0,15,0,0,15,0,15,1500000US261635761002
919,535,0,0,11,0,373,0,0,0,1500000US261635761003
1141,918,28,0,0,0,0,195,113,82,1500000US261635761004
443,410,33,0,0,0,0,0,0,0,1500000US261635761005
602,493,109,0,0,0,0,0,0,0,1500000US261635762001
854,784,0,0,0,0,6,64,0,64,1500000US261635762002
765,765,0,0,0,0,0,0,0,0,1500000US261635762003
759,715,21,0,0,0,0,23,0,23,1500000US261635763001
902,891,5,0,0,0,6,0,0,0,1500000US261635763002
824,751,17,0,16,0,18,22,0,22,1500000US261635763003
1421,1359,7,0,31,0,0,24,0,24,1500000US261635764001
743,689,9,0,0,0,10,35,0,35,1500000US261635764002
1377,1231,92,0,0,0,13,41,0,41,1500000US261635764003
878,872,6,0,0,0,0,0,0,0,1500000US261635765001
775,716,0,16,0,0,0,43,0,43,1500000US261635765002
630,630,0,0,0,0,0,0,0,0,1500000US261635765003
734,648,0,7,0,0,23,56,0,56,1500000US261635765004
767,753,14,0,0,0,0,0,0,0,1500000US261635765005
535,535,0,0,0,0,0,0,0,0,1500000US261635766001
1343,1277,0,5,0,0,31,30,0,30,1500000US261635766002
1591,1565,0,0,26,0,0,0,0,0,1500000US261635766003
535,525,10,0,0,0,0,0,0,0,1500000US261635766004
916,866,15,0,0,0,0,35,0,35,1500000US261635767001
1301,1216,2,0,11,0,40,32,22,10,1500000US261635767002
1016,854,42,0,33,0,62,25,12,13,1500000US261635767003
846,461,73,0,0,0,254,58,21,37,1500000US261635770001
456,413,4,0,4,0,27,8,0,8,1500000US261635770002
1192,934,61,0,0,0,175,22,10,12,1500000US261635770003
561,365,122,0,0,0,10,64,30,34,1500000US261635770004
706,214,430,0,0,0,0,62,0,62,1500000US261635770005
675,361,179,0,0,0,135,0,0,0,1500000US261635771001
466,412,54,0,0,0,0,0,0,0,1500000US261635771002
798,459,79,0,0,0,53,207,0,207,1500000US261635771003
489,316,9,0,61,0,62,41,7,34,1500000US261635771004
1037,579,294,95,0,0,69,0,0,0,1500000US261635772001
1033,891,16,0,0,0,106,20,0,20,1500000US261635772002
1227,725,27,0,49,0,368,58,58,0,1500000US261635772003
885,765,10,0,0,0,17,93,0,93,1500000US261635773001
745,681,10,31,0,0,23,0,0,0,1500000US261635773002
921,869,11,0,0,0,0,41,0,41,1500000US261635773003
608,418,47,0,0,0,125,18,18,0,1500000US261635773004
745,573,77,0,0,0,65,30,0,30,1500000US261635774001
478,465,0,0,13,0,0,0,0,0,1500000US261635774002
723,478,90,0,18,0,77,60,0,60,1500000US261635774003
744,507,170,0,0,0,67,0,0,0,1500000US261635774004
858,594,31,0,0,0,169,64,0,64,1500000US261635774005
913,783,66,0,0,0,64,0,0,0,1500000US261635775001
364,221,0,0,0,0,116,27,27,0,1500000US261635775002
770,588,11,0,0,0,157,14,0,14,1500000US261635775003
1010,780,38,0,18,0,80,94,89,5,1500000US261635775004
637,616,0,12,0,0,0,9,9,0,1500000US261635776001
1088,922,166,0,0,0,0,0,0,0,1500000US261635776002
848,670,21,0,0,0,100,57,0,57,1500000US261635776003
874,667,60,0,0,0,89,58,41,17,1500000US261635776004
1256,959,13,5,7,0,258,14,0,14,1500000US261635777001
1135,971,60,4,11,0,84,5,0,5,1500000US261635777002
800,603,0,0,0,0,197,0,0,0,1500000US261635778001
882,792,90,0,0,0,0,0,0,0,1500000US261635778002
951,891,34,0,0,0,0,26,26,0,1500000US261635778003
1059,1007,8,0,0,0,0,44,0,44,1500000US261635778004
1065,1006,21,0,0,0,38,0,0,0,1500000US261635778005
643,519,20,9,0,0,72,23,0,23,1500000US261635779001
999,898,76,9,0,0,0,16,0,16,1500000US261635779002
1421,1050,270,0,0,0,101,0,0,0,1500000US261635779003
404,326,55,0,0,0,23,0,0,0,1500000US261635779004
858,799,0,0,0,0,34,25,0,25,1500000US261635779005
935,915,10,0,0,0,0,10,0,10,1500000US261635780001
1064,557,376,10,17,0,33,71,0,71,1500000US261635780002
528,494,0,0,0,0,10,24,0,24,1500000US261635780003
777,773,0,0,0,0,0,4,0,4,1500000US261635785001
1834,994,435,0,74,0,297,34,0,34,1500000US261635785002
758,279,278,0,0,0,128,73,0,73,1500000US261635785003
970,864,65,0,23,0,18,0,0,0,1500000US261635785004
763,510,16,0,0,0,116,121,9,112,1500000US261635785005
1290,965,169,0,0,0,108,48,48,0,1500000US261635786001
1975,1402,155,20,69,0,63,266,28,238,1500000US261635786002
1981,1266,562,0,2,0,144,7,0,7,1500000US261635786003
832,513,203,28,0,0,75,13,0,13,1500000US261635791001
738,510,195,0,0,0,33,0,0,0,1500000US261635791002
751,414,217,0,0,0,120,0,0,0,1500000US261635792001
1525,1040,125,0,0,0,185,175,0,175,1500000US261635792002
564,205,263,0,0,0,96,0,0,0,1500000US261635792003
696,345,351,0,0,0,0,0,0,0,1500000US261635792004
553,51,502,0,0,0,0,0,0,0,1500000US261635793001
1843,19,1810,0,0,0,0,14,0,14,1500000US261635793002
328,231,84,0,0,0,0,13,0,13,1500000US261635795001
1423,742,186,0,0,94,141,260,20,240,1500000US261635795002
270,0,239,0,0,0,0,31,0,31,1500000US261635796001
688,52,492,0,0,0,0,144,0,144,1500000US261635796002
699,48,651,0,0,0,0,0,0,0,1500000US261635796003
1082,0,951,0,0,0,0,131,0,131,1500000US261635796004
1007,491,169,81,0,0,153,113,26,87,1500000US261635797001
1289,751,217,75,0,8,100,138,0,138,1500000US261635797002
766,343,369,0,0,0,25,29,0,29,1500000US261635797003
932,466,368,70,0,0,0,28,0,28,1500000US261635798001
948,631,165,0,0,0,0,152,0,152,1500000US261635798002
1839,1104,163,46,481,0,0,45,0,45,1500000US261635799001
629,629,0,0,0,0,0,0,0,0,1500000US261635799002
1159,1149,0,0,0,0,0,10,0,10,1500000US261635799003
1315,1249,0,0,14,0,0,52,27,25,1500000US261635799004
730,717,13,0,0,0,0,0,0,0,1500000US261635801001
630,576,20,10,12,0,0,12,0,12,1500000US261635801002
650,598,6,0,0,0,5,41,0,41,1500000US261635801003
684,615,3,0,0,0,36,30,0,30,1500000US261635802001
789,770,3,0,16,0,0,0,0,0,1500000US261635802002
502,502,0,0,0,0,0,0,0,0,1500000US261635802003
913,882,0,0,0,0,11,20,0,20,1500000US261635802004
946,938,8,0,0,0,0,0,0,0,1500000US261635803001
960,950,0,0,0,0,0,10,10,0,1500000US261635803002
991,984,0,0,0,0,7,0,0,0,1500000US261635803003
1412,1391,0,0,11,0,0,10,0,10,1500000US261635804001
1191,1185,0,0,0,0,6,0,0,0,1500000US261635804002
845,845,0,0,0,0,0,0,0,0,1500000US261635805001
878,845,2,0,0,0,31,0,0,0,1500000US261635805002
1080,1080,0,0,0,0,0,0,0,0,1500000US261635805003
739,730,0,9,0,0,0,0,0,0,1500000US261635806001
1113,1045,15,0,42,0,0,11,0,11,1500000US261635806002
1000,907,8,0,0,0,85,0,0,0,1500000US261635806003
644,585,18,8,0,0,33,0,0,0,1500000US261635807001
685,594,21,0,0,0,27,43,0,43,1500000US261635807002
562,538,0,0,24,0,0,0,0,0,1500000US261635807003
997,983,0,0,14,0,0,0,0,0,1500000US261635807004
880,840,9,1,30,0,0,0,0,0,1500000US261635807005
561,547,9,0,0,0,0,5,0,5,1500000US261635808001
894,866,5,0,0,0,0,23,7,16,1500000US261635808002
840,823,0,0,0,0,8,9,0,9,1500000US261635809001
1333,1134,42,0,0,0,31,126,38,88,1500000US261635809002
747,647,34,13,0,0,36,17,17,0,1500000US261635809003
848,848,0,0,0,0,0,0,0,0,1500000US261635809004
729,596,2,0,131,0,0,0,0,0,1500000US261635811001
2165,1303,610,47,101,0,19,85,27,58,1500000US261635811002
853,815,0,0,10,0,14,14,0,14,1500000US261635811003
1522,1271,87,11,94,0,38,21,0,21,1500000US261635812001
1825,1563,156,0,64,0,0,42,0,42,1500000US261635812002
1058,1046,0,0,0,0,0,12,7,5,1500000US261635815001
1171,1076,10,6,0,0,13,66,18,48,1500000US261635815002
1380,1220,26,0,37,0,0,97,0,97,1500000US261635816001
1105,981,71,0,0,0,0,53,0,53,1500000US261635816002
1637,1223,129,54,125,0,47,59,59,0,1500000US261635816003
1856,1085,199,0,522,0,0,50,0,50,1500000US261635816004
543,467,0,0,18,0,25,33,33,0,1500000US261635818001
1293,1275,0,0,0,0,0,18,0,18,1500000US261635818002
894,886,0,0,0,0,0,8,0,8,1500000US261635818003
539,531,0,0,0,0,0,8,0,8,1500000US261635819001
623,577,6,40,0,0,0,0,0,0,1500000US261635819002
704,621,2,0,0,0,80,1,0,1,1500000US261635819003
652,635,0,0,0,0,0,17,0,17,1500000US261635819004
1442,1391,45,0,0,0,0,6,0,6,1500000US261635819005
728,718,0,10,0,0,0,0,0,0,1500000US261635820001
779,738,0,0,41,0,0,0,0,0,1500000US261635820002
1728,1060,409,0,0,0,221,38,0,38,1500000US261635820003
786,752,17,0,0,0,0,17,17,0,1500000US261635821001
764,704,0,0,12,0,10,38,0,38,1500000US261635821002
567,548,0,19,0,0,0,0,0,0,1500000US261635821003
804,754,3,0,0,0,0,47,0,47,1500000US261635821004
1018,1003,0,0,0,0,10,5,0,5,1500000US261635821005
449,428,15,0,0,0,6,0,0,0,1500000US261635830001
787,741,0,0,0,0,0,46,0,46,1500000US261635830002
1390,1092,157,0,86,0,0,55,0,55,1500000US261635830003
768,761,0,0,0,0,7,0,0,0,1500000US261635831001
675,640,16,10,0,0,9,0,0,0,1500000US261635831002
406,406,0,0,0,0,0,0,0,0,1500000US261635831003
986,745,93,25,0,0,0,123,0,123,1500000US261635831004
680,564,74,0,0,0,0,42,0,42,1500000US261635831005
653,620,1,0,0,0,0,32,0,32,1500000US261635832001
796,670,89,0,0,0,0,37,0,37,1500000US261635832002
796,582,10,16,16,0,23,149,0,149,1500000US261635832003
1314,1173,82,0,0,0,56,3,0,3,1500000US261635833001
1348,1179,10,0,0,0,41,118,0,118,1500000US261635833002
838,836,2,0,0,0,0,0,0,0,1500000US261635834001
856,810,22,0,0,0,0,24,10,14,1500000US261635834002
757,728,18,0,0,0,0,11,0,11,1500000US261635834003
1786,1682,47,8,0,0,49,0,0,0,1500000US261635834004
894,854,7,10,0,0,0,23,0,23,1500000US261635834005
901,867,34,0,0,0,0,0,0,0,1500000US261635835001
785,769,1,7,0,0,0,8,0,8,1500000US261635835002
938,823,84,0,11,0,0,20,0,20,1500000US261635835003
918,823,9,0,58,0,0,28,0,28,1500000US261635836001
382,382,0,0,0,0,0,0,0,0,1500000US261635836002
1312,1239,0,0,38,0,0,35,35,0,1500000US261635836003
531,455,57,0,0,0,0,19,0,19,1500000US261635837001
747,557,159,0,0,0,0,31,0,31,1500000US261635837002
951,925,0,0,9,0,0,17,10,7,1500000US261635837003
1383,1241,83,0,0,0,52,7,7,0,1500000US261635837004
1167,967,194,0,3,0,3,0,0,0,1500000US261635838001
1165,1150,0,0,7,0,0,8,0,8,1500000US261635838002
2544,1815,645,0,0,0,4,80,17,63,1500000US261635838003
1465,1301,164,0,0,0,0,0,0,0,1500000US261635839001
890,526,256,0,77,0,11,20,0,20,1500000US261635839002
1599,827,689,0,44,0,17,22,14,8,1500000US261635839003
2648,1488,1034,0,47,0,51,28,0,28,1500000US261635840001
770,487,215,0,68,0,0,0,0,0,1500000US261635840002
941,882,43,3,13,0,0,0,0,0,1500000US261635840003
696,681,11,0,0,0,4,0,0,0,1500000US261635841001
901,798,28,11,0,0,7,57,15,42,1500000US261635841002
1738,1004,630,0,88,0,12,4,0,4,1500000US261635842001
1982,1293,522,7,81,0,15,64,0,64,1500000US261635842002
922,471,401,0,0,0,19,31,7,24,1500000US261635843001
949,789,85,0,0,0,0,75,0,75,1500000US261635843002
1038,983,1,0,0,0,9,45,0,45,1500000US261635844001
2073,1286,551,8,50,0,0,178,0,178,1500000US261635844002
1589,1100,467,22,0,0,0,0,0,0,1500000US261635845001
1073,898,93,29,0,0,30,23,8,15,1500000US261635845002
1107,597,401,0,21,0,85,3,0,3,1500000US261635846001
809,350,339,3,75,0,0,42,0,42,1500000US261635846002
1199,1083,12,0,67,0,22,15,0,15,1500000US261635847001
989,889,46,0,0,0,0,54,0,54,1500000US261635847002
1211,244,967,0,0,0,0,0,0,0,1500000US261635848001
1801,428,1153,45,0,0,0,175,0,175,1500000US261635848002
1655,313,1319,0,9,0,0,14,14,0,1500000US261635848003
1431,965,407,27,32,0,0,0,0,0,1500000US261635848004
1219,1043,119,0,0,0,0,57,0,57,1500000US261635855001
511,374,55,0,0,0,4,78,0,78,1500000US261635855002
2573,472,1914,0,63,0,26,98,0,98,1500000US261635856001
1091,320,650,0,16,0,24,81,0,81,1500000US261635856002
875,521,319,0,0,0,14,21,5,16,1500000US261635857001
839,450,387,0,2,0,0,0,0,0,1500000US261635857002
2902,1921,881,0,26,0,33,41,0,41,1500000US261635858001
1356,81,1242,0,0,0,0,33,0,33,1500000US261635858002
439,171,231,0,0,0,20,17,0,17,1500000US261635859001
409,151,196,0,6,0,0,56,0,56,1500000US261635859002
1211,1199,12,0,0,0,0,0,0,0,1500000US261635859003
861,824,13,0,0,0,0,24,0,24,1500000US261635859004
1126,537,545,0,44,0,0,0,0,0,1500000US261635862001
3379,1424,1722,0,88,0,62,83,0,83,1500000US261635862002
1330,544,759,0,27,0,0,0,0,0,1500000US261635862003
1288,760,397,0,0,0,0,131,0,131,1500000US261635862004
1201,1096,44,9,26,0,0,26,0,26,1500000US261635863001
897,763,84,4,39,0,2,5,0,5,1500000US261635863002
1366,1193,110,0,9,0,0,54,0,54,1500000US261635870001
927,722,144,0,9,0,0,52,0,52,1500000US261635870002
1596,1171,369,0,0,0,9,47,9,38,1500000US261635870003
2441,1264,1068,0,70,0,0,39,0,39,1500000US261635879001
1845,1059,716,0,70,0,0,0,0,0,1500000US261635879002
1880,1164,502,0,35,0,43,136,0,136,1500000US261635879003
1098,607,463,0,28,0,0,0,0,0,1500000US261635880001
2779,1976,591,0,0,0,0,212,0,212,1500000US261635880002
2045,1385,581,1,18,0,0,60,17,43,1500000US261635880003
1252,1098,117,0,0,0,0,37,0,37,1500000US261635881001
1113,814,144,16,107,0,0,32,0,32,1500000US261635881002
1951,927,810,0,21,0,11,182,21,161,1500000US261635882001
1411,569,470,0,0,0,0,372,29,343,1500000US261635882002
736,720,16,0,0,0,0,0,0,0,1500000US261635883001
1697,1488,17,0,0,0,13,179,0,179,1500000US261635883002
2717,2032,621,0,0,0,0,64,0,64,1500000US261635883003
3590,2002,1416,0,0,0,7,165,26,139,1500000US261635884001
951,657,201,25,20,0,0,48,0,48,1500000US261635884002
829,789,11,0,21,0,0,8,0,8,1500000US261635884003
1590,1489,45,0,0,0,0,56,0,56,1500000US261635893001
919,879,40,0,0,0,0,0,0,0,1500000US261635893002
924,754,143,0,0,0,0,27,0,27,1500000US261635893003
535,360,140,25,0,0,0,10,0,10,1500000US261635893004
1010,921,72,0,0,0,0,17,0,17,1500000US261635894001
487,422,39,0,0,0,0,26,0,26,1500000US261635894002
1664,1371,111,0,15,0,0,167,0,167,1500000US261635894003
1439,1204,208,0,0,0,0,27,0,27,1500000US261635894004
786,700,86,0,0,0,0,0,0,0,1500000US261635894005
2584,2538,27,0,0,0,19,0,0,0,1500000US261635904001
1658,1630,5,0,23,0,0,0,0,0,1500000US261635904002
2998,2607,290,23,30,0,0,48,0,48,1500000US261635904003
1639,1558,27,0,0,0,6,48,0,48,1500000US261635905001
1719,1621,76,22,0,0,0,0,0,0,1500000US261635905002
1780,1591,76,0,0,0,0,113,0,113,1500000US261635905003
1188,1187,1,0,0,0,0,0,0,0,1500000US261635905004
1442,1305,16,0,57,0,0,64,0,64,1500000US261635906001
959,889,38,0,4,0,14,14,14,0,1500000US261635906002
2191,1197,426,13,499,0,0,56,0,56,1500000US261635915011
1168,861,151,0,28,0,82,46,0,46,1500000US261635915012
3292,2409,389,0,464,0,30,0,0,0,1500000US261635915021
830,593,175,0,62,0,0,0,0,0,1500000US261635916001
1440,1127,202,0,69,0,22,20,0,20,1500000US261635916002
1750,1554,148,0,0,0,0,48,0,48,1500000US261635917001
868,868,0,0,0,0,0,0,0,0,1500000US261635917002
4091,3538,323,0,137,0,13,80,0,80,1500000US261635917003
1562,1025,293,0,17,0,14,213,0,213,1500000US261635918001
2454,1811,146,0,162,0,94,241,214,27,1500000US261635918002
1806,1354,142,0,274,0,0,36,0,36,1500000US261635918003
1799,1640,38,0,0,0,21,100,25,75,1500000US261635919001
1678,1652,4,0,0,0,0,22,10,12,1500000US261635919002
1146,714,424,0,8,0,0,0,0,0,1500000US261635919003
1021,1021,0,0,0,0,0,0,0,0,1500000US261635919004
1077,1077,0,0,0,0,0,0,0,0,1500000US261635920001
3415,3006,184,0,64,0,57,104,54,50,1500000US261635920002
1917,1632,169,30,75,0,0,11,0,11,1500000US261635930001
2164,1733,270,0,35,0,36,90,0,90,1500000US261635930002
1408,1337,57,0,0,0,14,0,0,0,1500000US261635930003
2466,2236,36,0,173,0,8,13,0,13,1500000US261635932001
1214,1087,55,13,48,0,0,11,0,11,1500000US261635932002
1538,1481,21,0,0,0,0,36,0,36,1500000US261635933001
1811,1523,136,0,59,0,78,15,0,15,1500000US261635933002
725,710,0,0,0,0,0,15,0,15,1500000US261635940001
880,859,0,0,10,0,11,0,0,0,1500000US261635940002
905,874,22,0,0,0,0,9,0,9,1500000US261635940003
1362,1286,3,0,72,0,0,1,0,1,1500000US261635941001
1011,999,0,0,12,0,0,0,0,0,1500000US261635941002
659,625,0,0,0,0,0,34,0,34,1500000US261635941003
1155,1147,0,0,0,0,0,8,0,8,1500000US261635941004
922,910,0,0,0,0,0,12,0,12,1500000US261635942001
484,477,0,0,7,0,0,0,0,0,1500000US261635942002
1070,1064,0,0,0,0,0,6,0,6,1500000US261635942003
1083,1058,0,0,0,0,7,18,0,18,1500000US261635943001
922,914,0,0,0,0,0,8,0,8,1500000US261635943002
1016,1011,5,0,0,0,0,0,0,0,1500000US261635943003
2106,1967,4,9,9,0,0,117,0,117,1500000US261635944001
667,633,21,0,0,0,6,7,0,7,1500000US261635944002
1555,1555,0,0,0,0,0,0,0,0,1500000US261635945001
1773,1566,132,0,35,0,10,30,0,30,1500000US261635945002
698,689,0,0,0,0,0,9,0,9,1500000US261635950001
1020,1004,8,0,0,0,0,8,0,8,1500000US261635950002
610,608,2,0,0,0,0,0,0,0,1500000US261635950003
951,944,0,0,0,0,7,0,0,0,1500000US261635950004
576,476,17,0,0,0,0,83,0,83,1500000US261635950005
1799,1667,106,0,13,0,13,0,0,0,1500000US261635951001
1797,1787,0,0,0,0,0,10,0,10,1500000US261635951002
743,725,17,0,1,0,0,0,0,0,1500000US261635951003
1130,985,105,0,0,0,40,0,0,0,1500000US261635951004
821,596,175,9,0,0,32,9,0,9,1500000US261635952001
981,957,4,0,0,0,20,0,0,0,1500000US261635952002
1011,992,3,0,16,0,0,0,0,0,1500000US261635952003
545,535,1,0,8,0,0,1,0,1,1500000US261635961001
959,936,0,0,9,0,0,14,0,14,1500000US261635961002
1376,1318,12,0,25,0,0,21,0,21,1500000US261635961003
607,557,0,0,50,0,0,0,0,0,1500000US261635961004
1350,1300,3,0,24,0,0,23,0,23,1500000US261635962001
1097,1042,0,13,42,0,0,0,0,0,1500000US261635962002
1550,1544,6,0,0,0,0,0,0,0,1500000US261635962003
1752,1592,45,0,76,0,13,26,0,26,1500000US261635963001
923,895,4,0,24,0,0,0,0,0,1500000US261635963002
1419,1388,2,0,29,0,0,0,0,0,1500000US261635970001
813,813,0,0,0,0,0,0,0,0,1500000US261635970002
2303,2069,92,0,0,0,0,142,0,142,1500000US261635970003
810,704,0,0,68,0,0,38,0,38,1500000US261635980001
831,823,0,0,0,0,0,8,0,8,1500000US261635980002
1037,1037,0,0,0,0,0,0,0,0,1500000US261635980003
508,494,5,0,0,0,0,9,0,9,1500000US261635980004
1379,1325,8,0,0,0,14,32,32,0,1500000US261635990001
2592,2300,174,0,14,0,41,63,0,63,1500000US261635990002
1704,1439,161,14,0,0,74,16,0,16,1500000US261635990003
615,576,9,0,7,0,7,16,0,16,1500000US261635991001
1112,1112,0,0,0,0,0,0,0,0,1500000US261635991002
419,419,0,0,0,0,0,0,0,0,1500000US261635991003
2146,1878,209,0,0,0,31,28,0,28,1500000US261635991004
0,0,0,0,0,0,0,0,0,0,1500000US261639850001
200,36,155,0,0,0,0,9,0,9,1500000US261639851001
0,0,0,0,0,0,0,0,0,0,1500000US261639852001
233,168,65,0,0,0,0,0,0,0,1500000US261639853001
20,11,0,0,9,0,0,0,0,0,1500000US261639854001
0,0,0,0,0,0,0,0,0,0,1500000US261639855001
0,0,0,0,0,0,0,0,0,0,1500000US261639856001
0,0,0,0,0,0,0,0,0,0,1500000US261639857001
0,0,0,0,0,0,0,0,0,0,1500000US261639859001
0,0,0,0,0,0,0,0,0,0,1500000US261639901000
0,0,0,0,0,0,0,0,0,0,1500000US261639902000
